cve_id,vendor_project,product,threat_name,date_added,short_description,required_action,due_date,pub_date,cvss,cwe,Type,complexity,severity,results
CVE-2019-19356,netis,Netis WF2419,Netis WF2419 Router Tracert Remote Code Execution vulnerability,03-11-21,Netis WF2419 is vulnerable to authenticated Remote Code Execution (RCE) as root through the router Web management page. The vulnerability has been found in firmware version V1.2.31805 and V2.2.36123,Apply updates per vendor instructions.,03-05-22,07-02-20,7.5,CWE-78,NETWORK,HIGH,HIGH,0
CVE-2020-2555,oracle,Oracle Coherence,Oracle Coherence Deserialization Remote Code Execution,03-11-21,Allows unauthenticated attacker with network access via T3 to compromise Oracle Coherence. Successful attacks of this vulnerability can result in takeover of Oracle Coherence,Apply updates per vendor instructions.,03-05-22,15-01-20,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2012-3152,oracle,Oracle Reports Developer,Oracle Reports Developer Arbitrary File Read and Upload vulnerability,03-11-21,Allows remote attackers to affect confidentiality and integrity via unknown vectors related to Report Server Component.,Apply updates per vendor instructions.,03-05-22,16-10-12,,NVD-CWE-noinfo,,,CRITICAL,1
CVE-2020-14871,oracle,Oracle Solaris,Oracle Solaris Pluggable Authentication Module vulnerability,03-11-21,Easily exploitable vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Solaris.,Apply updates per vendor instructions.,03-05-22,21-10-20,10.0,CWE-787,NETWORK,LOW,CRITICAL,1
CVE-2015-4852,oracle,Oracle WebLogic Server,Oracle WebLogic Server Remote Code Execution Vulnerability,03-11-21,"Allows remote attackers to execute arbitrary commands via a crafted serialized Java object in T3 protocol traffic to TCP port 7001, related to oracle_common/modules/com.bea.core.apache.commons.collections.jar.",Apply updates per vendor instructions.,03-05-22,18-11-15,,CWE-77,,,HIGH,0
CVE-2020-14750,oracle,Oracle WebLogic Server,Oracle WebLogic Server Remote Code Execution Vulnerability,03-11-21,Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle WebLogic Server.,Apply updates per vendor instructions.,03-05-22,02-11-20,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2020-14882,oracle,Oracle WebLogic Server,Oracle WebLogic Server Remote Code Execution Vulnerability,03-11-21,Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Oracle WebLogic Server.,Apply updates per vendor instructions.,03-05-22,21-10-20,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2020-14883,oracle,Oracle WebLogic Server,Oracle WebLogic Server Remote Code Execution Vulnerability,03-11-21,Easily exploitable vulnerability allows high privileged attacker with network access via HTTP to compromise Oracle WebLogic Server.,Apply updates per vendor instructions.,03-05-22,21-10-20,7.2,NVD-CWE-noinfo,NETWORK,LOW,HIGH,0
CVE-2020-8644,playsms,PlaySMS,PlaySMS Remote Code Execution Vulnerability,03-11-21,PlaySMS before 1.4.3 does not sanitize inputs from a malicious string.,Apply updates per vendor instructions.,03-05-22,05-02-20,9.8,CWE-74,NETWORK,LOW,CRITICAL,1
CVE-2019-18935,progess,ASP.NET AJAX,Progress Telerik UI for ASP.NET deserialization bug,03-11-21,Contains a .NET deserialization vulnerability in the RadAsyncUpload function that can result in remote code execution.,Apply updates per vendor instructions.,03-05-22,11-12-19,9.8,CWE-502,NETWORK,LOW,CRITICAL,1
CVE-2021-22893,pulse secure,Pulse Connect Secure,Pulse Connect Secure Remote Code Execution Vulnerability,03-11-21,Vulnerability to an authentication bypass vulnerability exposed by the Windows File Share Browser and Pulse Secure Collaboration features of Pulse Connect Secure that can allow an unauthenticated user to perform remote arbitrary code execution on the Pulse Connect Secure gateway.,Apply updates per vendor instructions.,23-04-21,23-04-21,10.0,CWE-287,NETWORK,LOW,CRITICAL,1
CVE-2020-8243,pulse secure,Pulse Connect Secure,Pulse Connect Secure Arbitrary Code Execution,03-11-21,A vulnerability in the Pulse Connect Secure < 9.1R8.2 admin web interface could allow an authenticated attacker to upload custom template to perform an arbitrary code execution.,Apply updates per vendor instructions.,23-04-21,30-09-20,7.2,CWE-94,NETWORK,LOW,HIGH,0
CVE-2021-22900,pulse secure,Pulse Connect Secure,Pulse Connect Secure Arbitrary File Upload Vulnerability,03-11-21,A vulnerability allowed multiple unrestricted uploads in Pulse Connect Secure before 9.1R11.4 that could lead to an authenticated administrator to perform a file write via a maliciously crafted archive upload in the administrator web interface.,Apply updates per vendor instructions.,23-04-21,27-05-21,7.2,CWE-94,NETWORK,LOW,HIGH,0
CVE-2021-22894,pulse secure,Pulse Connect Secure,Pulse Connect Secure Collaboration Suite Remote Code Execution Vulnerability,03-11-21,A buffer overflow vulnerability exists in Pulse Connect Secure before 9.1R11.4 allows a remote authenticated attacker to execute arbitrary code as the root user via maliciously crafted meeting room.,Apply updates per vendor instructions.,23-04-21,27-05-21,8.8,CWE-120,NETWORK,LOW,HIGH,0
CVE-2020-8260,pulse secure,Pulse Connect Secure,Pulse Connect Secure Remote Code Execution Vulnerability,03-11-21,A vulnerability in the Pulse Connect Secure < 9.1R9 admin web interface could allow an authenticated attacker to perform an arbitrary code execution using uncontrolled gzip extraction.,Apply updates per vendor instructions.,23-04-21,28-10-20,7.2,CWE-434,NETWORK,LOW,HIGH,0
CVE-2021-22899,pulse secure,Pulse Connect Secure,Pulse Connect Secure Remote Code Execution Vulnerability,03-11-21,Allows a remote authenticated attacker to perform remote code execution via Windows Resource Profiles Feature.,Apply updates per vendor instructions.,23-04-21,27-05-21,8.8,CWE-77,NETWORK,LOW,HIGH,0
CVE-2019-11510,pulse secure,Pulse Connect Secure,Pulse Connect Secure VPN arbitrary file reading vulnerability (COVID-19-CTI list),03-11-21,An unauthenticated remote attacker can send a specially crafted URI to perform an arbitrary file reading vulnerability.,Apply updates per vendor instructions.,23-04-21,08-05-19,10.0,CWE-22,NETWORK,LOW,CRITICAL,1
CVE-2019-11539,pulse secure,"Pulse Connect Secure, Policy Secure",Pulse Connect Secure and Policy Secure Multiple Versions Code Execution,03-11-21,Pulse Secure's Connect and Policy secure platforms contain a vulnerability in the admin web interface which allows an attacker to inject and execute commands.,Apply updates per vendor instructions.,03-05-22,26-04-19,7.2,CWE-78,NETWORK,LOW,HIGH,0
CVE-2021-1906,qualcomm,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",Qualcomm Improper Error Handling Vulnerability,03-11-21,Improper handling of address deregistration on failure can lead to new GPU address allocation failure.,Apply updates per vendor instructions.,17-11-21,07-05-21,5.5,CWE-755,LOCAL,LOW,MEDIUM,2
CVE-2021-1905,qualcomm,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",Qualcomm Use-After-Free Vulnerability,03-11-21,Possible use after free due to improper handling of memory mapping of multiple processes simultaneously,Apply updates per vendor instructions.,03-05-22,07-05-21,7.8,CWE-416,LOCAL,LOW,HIGH,0
CVE-2020-10221,rconfig,rConfig,rConfig Remote Code Execution Vulnerability,03-11-21,lib/ajaxHandlers/ajaxAddTemplate.php in rConfig through 3.94 allows remote attackers to execute arbitrary OS commands via shell metacharacters in the fileName POST parameter.,Apply updates per vendor instructions.,03-05-22,08-03-20,8.8,CWE-78,NETWORK,LOW,HIGH,0
CVE-2021-35395,realtek,Jungle Software Development Kit (SDK),Realtek SDK Arbitrary Code Execution,03-11-21,Realtek Jungle SDK version v2.x up to v3.4.14B arbitrary code execution.,Apply updates per vendor instructions.,17-11-21,16-08-21,9.8,"CWE-77,CWE-787",NETWORK,LOW,CRITICAL,1
CVE-2017-16651,roundcube,Roundcube Webmail,Roundcube Webmail File Disclosure Vulnerability,03-11-21,"Allows unauthorized access to arbitrary files on the host's filesystem, including configuration files. The issue is related to file-based attachment plugins and _task=settings&_action=upload-display&_from=timezone requests.",Apply updates per vendor instructions.,03-05-22,09-11-17,7.8,CWE-552,LOCAL,LOW,HIGH,0
CVE-2020-11652,saltstack,Salt,SaltStack directory traversal failure to sanitize untrusted input,03-11-21,The salt-master process ClearFuncs class allows access to some methods that improperly sanitize paths. These methods allow arbitrary directory access to authenticated users.,Apply updates per vendor instructions.,03-05-22,30-04-20,6.5,CWE-22,NETWORK,LOW,MEDIUM,2
CVE-2020-11651,saltstack,Salt,SaltStack Salt Authentication Bypass,03-11-21,The salt-master process ClearFuncs class does not properly validate method calls. This allows a remote user to access some methods without authentication.,Apply updates per vendor instructions.,03-05-22,30-04-20,9.8,CWE-306,NETWORK,LOW,CRITICAL,1
CVE-2020-16846,saltstack,Salt,SaltStack Through 3002 Shell Injection Vulnerability,03-11-21,"An issue was discovered in SaltStack Salt through 3002. Sending crafted web requests to the Salt API, with the SSH client enabled, can result in shell injection.",Apply updates per vendor instructions.,03-05-22,06-11-20,9.8,CWE-78,NETWORK,LOW,CRITICAL,1
CVE-2018-2380,sap,SAP CRM,SAP NetWeaver AS JAVA CRM Remote Code Execution Vulnerability,03-11-21,"SAP CRM, 7.01, 7.02,7.30, 7.31, 7.33, 7.54, allows an attacker to exploit insufficient validation of path information provided by users, thus characters representing ""traverse to parent directory"" are passed through to the file APIs.",Apply updates per vendor instructions.,03-05-22,01-03-18,6.6,CWE-22,NETWORK,LOW,MEDIUM,2
CVE-2010-5326,sap,SAP NetWeaver Application Server Java platforms,SAP NetWeaver AS JAVA Remote Code Execution Vulnerability,03-11-21,"The Invoker Servlet on SAP NetWeaver Application Server Java platforms, possibly before 7.3, does not require authentication, which allows remote attackers to execute arbitrary code via an HTTP or HTTPS request.",Apply updates per vendor instructions.,03-05-22,13-05-16,10.0,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2016-9563,sap,SAP NetWeaver AS JAVA,SAP NetWeaver AS JAVA XXE Vulnerability,03-11-21,"BC-BMT-BPM-DSK in SAP NetWeaver AS JAVA 7.5 allows remote authenticated users to conduct XML External Entity (XXE) attacks via the sap.com~tc~bpem~him~uwlconn~provider~web/bpemuwlconn URI, aka SAP Security Note 2296909.",Apply updates per vendor instructions.,03-05-22,23-11-16,6.5,CWE-611,NETWORK,LOW,MEDIUM,2
CVE-2020-6287,sap,SAP NetWeaver AS JAVA (LM Configuration Wizard),SAP Netweaver JAVA remote unauthenticated access vulnerability,03-11-21,"SAP NetWeaver AS JAVA (LM Configuration Wizard), versions - 7.30, 7.31, 7.40, 7.50, does not perform an authentication check which allows an attacker without prior authentication to execute configuration tasks to perform critical actions against the SAP Java system.",Apply updates per vendor instructions.,03-05-22,14-07-20,10.0,CWE-306,NETWORK,LOW,CRITICAL,1
CVE-2020-6207,sap,SAP Solution Manager (User Experience Monitoring),SAP Solution Manager Missing Authentication Check Complete Compromise of SMD Agents vulnerability,03-11-21,"SAP Solution Manager (User Experience Monitoring), version- 7.2, due to Missing Authentication Check does not perform any authentication for a service resulting in complete compromise of all SMDAgents connected to the Solution Manager.",Apply updates per vendor instructions.,03-05-22,10-03-20,9.8,CWE-306,NETWORK,LOW,CRITICAL,1
CVE-2016-3976,sap,SAP NetWeaver AS Java,SAP NetWeaver AS Java 7.1 - 7.5 Directory Traversal Vulnerability,03-11-21,"Directory traversal vulnerability in SAP NetWeaver AS Java 7.1 through 7.5 allows remote attackers to read arbitrary files via a ..\ (dot dot backslash) in the fileName parameter to CrashFileDownloadServlet, aka SAP Security Note 2234971.",Apply updates per vendor instructions.,03-05-22,07-04-16,7.5,CWE-22,NETWORK,LOW,HIGH,0
CVE-2019-16256,simalliance,SIMalliance Toolbox (S@T) Browser,SIMalliance Toolbox (S@T) Browser Command and Control Vulnerability,03-11-21,"Some Samsung devices include the SIMalliance Toolbox Browser (aka S@T Browser) on the UICC, which might allow remote attackers to retrieve location and IMEI information, or retrieve other data or execute certain commands, via SIM Toolkit (STK) instructions in an SMS message, aka Simjacker.",Apply updates per vendor instructions.,03-05-22,12-09-19,9.8,NVD-CWE-noinfo,NETWORK,LOW,CRITICAL,1
CVE-2020-10148,solarwinds,SolarWinds Orion Platform,SolarWinds Orion API Authentication Bypass Vulnerability,03-11-21,"The SolarWinds Orion API is vulnerable to an authentication bypass that could allow a remote attacker to execute API commands. SolarWinds Orion Platform versions 2019.4 HF 5, 2020.2 with no hotfix installed, and 2020.2 HF 1 are affected.",Apply updates per vendor instructions.,03-05-22,29-12-20,9.8,CWE-287,NETWORK,LOW,CRITICAL,1
CVE-2021-35211,solarwinds,SolarWinds nServ-U,SolarWinds Serv-U Remote Memory Escape Vulnerability,03-11-21,Microsoft discovered a remote code execution (RCE) vulnerability in the SolarWinds Serv-U product utilizing a Remote Memory Escape Vulnerability.,Apply updates per vendor instructions.,17-11-21,14-07-21,10.0,CWE-668,NETWORK,LOW,CRITICAL,1
CVE-2016-3643,solarwinds,SolarWinds Virtualization Manager,SolarWinds Virtualization Manager Privilege Escalation Vulnerability,03-11-21,"SolarWinds Virtualization Manager 6.3.1 and earlier allow local users to gain privileges by leveraging a misconfiguration of sudo, as demonstrated by ""sudo cat /etc/passwd.""",Apply updates per vendor instructions.,03-05-22,17-06-16,7.8,CWE-264,LOCAL,LOW,HIGH,0
CVE-2020-10199,sonatype,Sonatype Nexus Repository,Nexus Repository Manager 3 Remote Code Execution Vulnerability,03-11-21,Sonatype Nexus Repository before 3.21.2 allows JavaEL Injection (issue 1 of 2).,Apply updates per vendor instructions.,03-05-22,01-04-20,8.8,CWE-917,NETWORK,LOW,HIGH,0
CVE-2021-20021,sonicwall,SonicWall Email Security,SonicWall Email Security Privilege Escalation Exploit Chain,03-11-21,A vulnerability in the SonicWall Email Security version 10.0.9.x allows an attacker to create an administrative account by sending a crafted HTTP request to the remote host.,Apply updates per vendor instructions.,17-11-21,09-04-21,9.8,CWE-269,NETWORK,LOW,CRITICAL,1
CVE-2019-7481,sonicwall,SMA100,SonicWall SMA100 9.0.0.3 and Earlier SQL Injection,03-11-21,Vulnerability in SonicWall SMA100 versions 9.0.0.3 and earlier allow an unauthenticated user to gain read-only access to unauthorized resources.,Apply updates per vendor instructions.,03-05-22,17-12-19,7.5,CWE-89,NETWORK,LOW,HIGH,0
CVE-2021-20022,sonicwall,SonicWall Email Security,SonicWall Email Security Privilege Escalation Exploit Chain,03-11-21,SonicWall Email Security version 10.0.9.x contains a vulnerability that allows a post-authenticated attacker to upload an arbitrary file to the remote host.,Apply updates per vendor instructions.,17-11-21,09-04-21,7.2,CWE-434,NETWORK,LOW,HIGH,0
CVE-2021-20023,sonicwall,SonicWall Email Security,SonicWall Email Security Privilege Escalation Exploit Chain,03-11-21,SonicWall Email Security version 10.0.9.x contains a vulnerability that allows a post-authenticated attacker to read an arbitrary file on the remote host.,Apply updates per vendor instructions.,17-11-21,20-04-21,4.9,CWE-22,NETWORK,LOW,MEDIUM,2
CVE-2021-20016,sonicwall,SonicWall SSLVPN SMA100,SonicWall SSL VPN SMA100 SQL Injection Vulnerability,03-11-21,Allows a remote unauthenticated attacker to perform SQL query to access username password and other session related information in SMA100 build version 10.x.,Apply updates per vendor instructions.,17-11-21,04-02-21,9.8,CWE-89,NETWORK,LOW,CRITICAL,1
CVE-2020-12271,sophos,Sophos XG Firewall devices,Sophos XG Firewall SQL Injection Vulnerability,03-11-21,A SQL injection issue that causes affected devices configured with either the administration (HTTPS) service or the User Portal exposed on the WAN zone.,Apply updates per vendor instructions.,03-05-22,27-04-20,9.8,CWE-89,NETWORK,LOW,CRITICAL,1
CVE-2020-10181,sumavision,Sumavision Enhanced Multimedia Router (EMR),Sumavision EMR 3.0 CSRF Vulnerability,03-11-21,"goform/formEMR30 in Sumavision Enhanced Multimedia Router (EMR) 3.0.4.27 allows creation of arbitrary users with elevated privileges (administrator) on a device, as demonstrated by a setString=new_user<*1*>administrator<*1*>123456 request.",Apply updates per vendor instructions.,03-05-22,11-03-20,9.8,CWE-425,NETWORK,LOW,CRITICAL,1
CVE-2017-6327,symantec,Symantec Messaging Gateway,Symantec Messaging Gateway Remote Code Execution Vulnerability,03-11-21,The Symantec Messaging Gateway before 10.6.3-267 can encounter an issue of remote code execution.,Apply updates per vendor instructions.,03-05-22,11-08-17,8.8,CWE-20,NETWORK,LOW,HIGH,0
